title,email,phone,website,address1,address2,city,state,zip,county,longitude,latitude,facebook,twitter,youtube,instagram,public,featured,featured_text,tags,categories,images
Les Vents,,,,1113Locust Street,,Des Moines,,50309,,-93.632001,41.585711,,,,,TRUE,FALSE,,Steel,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/HENDRICKS_Edward_Les-Vents-1986_mjrowe2.jpg
"Untitled (Three Dancing Figures, version C)",,,,1401-1499Locust Street,,Des Moines,,50309,,-93.635532,41.584782,,,http://www.youtube.com/watch?v=m3nbbGFEG2s&feature=related,,TRUE,FALSE,,Painted Aluminum,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/haring_.jpg
6th Avenue Corridor Project,,,http://6thavedsm.org,601-699College Avenue,,Des Moines,,50314,,-93.625799,41.607693,,,,,TRUE,FALSE,,,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/6thAvenueModel-4-1.jpg
Three Cairns,,,,320-49845th Street,,Des Moines,,50312,,-93.680602,41.582965,,,http://www.youtube.com/watch?v=AT3lveJmjY8,,TRUE,FALSE,,"Site-specific, Limestone",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/GOLDSWORTHY_Andy.jpg
Until the Woods Began to Move,,,http://www.yvon-lambert.com/anna_gaskell-A18.html,700-7923rd Street,,Des Moines,,50309,,-93.621712,41.591171,,,,,TRUE,FALSE,,"Installation, Arborvitae trees, Video",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/GASKELL_Anna.jpg
A World of Possibilities,,,http://www.franklloyd.com/dynamic/artist_bio.asp?ArtistID=72010/02/17/arts/design/17viola.htmlBio_Frey.html,801E Grand Ave,,Des Moines,,50309,,-93.628519,41.58724,,,http://www.youtube.com/watch?v=tRtZQk9dLLs,,TRUE,FALSE,,"Sculpture, Ceramic",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/frey_viola_IMG_1071.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/FREY-Viola_photoMJR_IMG_0868.jpg"
Thinker on a Rock,,,http://www.paulkasmingallery.com/artists/barry-flanagan/bio/,1340-1398Grand Avenue,,West Des Moines,,50265,,-93.634867,41.585483,,,,,TRUE,FALSE,,Bronze,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/flannagan_barry_thinker-on-a-rock_IMG_1103.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/04/flannigan_the-thinker_photo-C-Wilson.jpg"
Shattering Silence,,,http://www.kcci.com/entertainment/21391500/detail.html,1111East Court Avenue,,Des Moines,,50319,,-93.60321,41.588363,,,,,TRUE,FALSE,,"Limestone, Steel",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/ELLWANGER_James_Shattering-silence_2009_photo-by-mjrowe.jpg
Landscape Piece #1,,,http://en.wikipedia.org/wiki/Dale_Eldred,600-6985th Avenue,,Des Moines,,50309,,-93.624731,41.590091,,,,,TRUE,FALSE,,Painted Steel,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Eldred_Dale-LANDSCAPE-PIECE1_KingAu_MG_1235.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/3061795997_e3e6813150_o-copy1.jpg"
T8,,,http://en.wikipedia.org/wiki/Mark_di_Suvero,1401-1499Locust Street,,Des Moines,,50309,,-93.636398,41.584717,,,,,TRUE,FALSE,,Painted Steel,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/di-suverio_T8_0540.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/DiSuvero_Mark_T8_LB_560px_4121588831_1422c125d9_o.jpg"
Reclining Figure,,,,1418Grand Avenue,,Des Moines,,50309,,-93.635777,41.585204,,,,,TRUE,FALSE,,Bronze,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/de-Kooning_Willem_Reclining-Figure-1969-82.jpg
AllÃ©e,,,,2875University Avenue,,Des Moines,,50311,,-93.656816,41.601813,,,,,TRUE,FALSE,,"Installation, Mural, Mural",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/stuart-davis-mural.jpg
Iowa Made: By Land and Hand,,,http://www.rdgusa.com/projects/iowa-state-fair-mural#/services/art-studio,3000East Grand Avenue,,Des Moines,,50317,,-93.555257320404,41.5948569418398,,,,,TRUE,FALSE,,Mural,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/dahlquist_david_iowa-state-fair-mural.jpg
Echo-Obelisk,,,,7000-7016Douglas Avenue,,Urbandale,,50322,,-93.712393,41.629232,,,,,TRUE,FALSE,,"Monuments, Terra Cotta",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/dahlquist_david_Obelisk_Kun_Fulll-Night-A2_adjusted2.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Obelisk_Kun_Tile-Closeup-A2.jpg"
Paragon Prairie,,,http://www.laticrete.com/portals/0/pdf/ProjectSpotlight_ParagonPrairie.pdf,12421Meredith Drive,,Urbandale,,50111,,-93.785825,41.644356,,,http://www.youtube.com/watch?v=WxsofRHSOlM,,TRUE,FALSE,,"Architectural Sculpture, Concrete, Glass, Mosaic tiles, Terra Cotta",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/dahlquist_david_ParagonPrairie-Tower_Kun-day-fullview-water-A2.jpg
Hand and Land: Fingerprint,,,,215East 7th Street,,Des Moines,,50319,,-93.607002,41.588382,,,,,TRUE,FALSE,,"Architectural Sculpture, Glass, Steel, Wood",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/dahlquist_david_iowa-dept-of-public-safety_Kun-Exterior-A2.jpg
Order,,,,1418Grand Avenue,,Des Moines,,50309,,-93.63595,41.58524,,,,,TRUE,FALSE,,Bronze,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/Cragg_Tony_Order-1989.jpg
Primavera III,,,,600-6985th Avenue,,Des Moines,,50309,,-93.6246983706951,41.5900455859055,,,,,TRUE,FALSE,,Bronze,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/IMG_0651.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Chinni_Peter-PRIMAVERA-III_KingAu_MG_1237.jpg"
Construction,,,http://www.designboom.com/eng/interview/chermayeff.html,600-6985th Avenue,,Des Moines,,50309,,-93.624777,41.590219,,, http://www.youtube.com/watch?v=b701s1Zt26Y ,,TRUE,FALSE,,"Mural, Sculpture, Painted Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Chermayeff_Ivan-Untitled_KingAu_MG_1266-1.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Cherrmayeff_Ivan_Untitled-1971_3062635906_e93d6b9c54_o.jpg"
In the Morning,,,http://channel.tate.org.uk/media/26057455001,1340-1398Grand Avenue,,West Des Moines,,50265,,-93.6344414949417,41.5855995020304,,,,,TRUE,FALSE,,Bronze,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/caro_anthony_in-the-morning_0584.jpg
Ancient Forest,,,,1330Grand Avenue,,West Des Moines,,50265,,-93.634872,41.585364,,,http://www.youtube.com/watch?v=r_zTI1aMj7I&feature=youtube_gdata_player,,TRUE,FALSE,,"Sculpture, Bronze",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/butterfield_debora_ancient-forest_IMG_1100.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Butterfield_Deborah-Ancient-Forest_KingAu_MG_1225.jpg"
Juno,,,http://blog.seattlepi.com/art/2008/06/20/martin-friedman-hearts-deborah-butterfield/,1330Grand Avenue,,West Des Moines,,50265,,-93.6346949636936,41.5853763120845,,,http://www.youtube.com/watch?v=g1wNpe3fObI,,TRUE,FALSE,,Bronze,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/BUTTERFIELD_Debora_Juno-1989.jpg
Seating for Eight / CafÃ© Table I,,,http://www.moma.org/collection/browse_results.php?object_id=80883,1418Grand Avenue,,Des Moines,,50309,,-93.635435,41.585217,,,,,TRUE,FALSE,,Granite,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/BURTON_Scott_Seating-for-Eight_mjrowe.jpg
Spider,,,http://en.wikipedia.org/wiki/Louise_Bourgeois,1330Grand Avenue,,West Des Moines,,50265,,-93.634695,41.585477,,,http://www.youtube.com/watch?v=JMdWNwOWnng,,TRUE,FALSE,,Bronze,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/bourgeous_spider_0578.jpg
Westward,,,http://www.rhlovegalleries.com/site/epage/19492_472.htm,1007East Grand Avenue,,Des Moines,,50319,,-93.603746,41.591531,,,,,TRUE,FALSE,,"Mural, Oil on canvas",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/Blashfield_WESTWARD_1905_.0.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/wward2-copy.jpg"
Cosmic Seed,,,,500-598East 9th Street,,Des Moines,,50309,,-93.606423,41.592265,,,,,TRUE,FALSE,,"Sculpture, Steel",art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/08/BLADEN_Ronald.jpg
Rack ânâ Roll Project,,,,503East Locust Street,,Des Moines,,50309,,-93.6110123991966,41.5896704515695,,,,,TRUE,FALSE,,"Functional sculpture, Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/09/bike-rack-compisition.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/07kargol.jpg"
Folded Circle Zig,,,,501-599Watson Powell Junior Way,,Des Moines,,50309,,-93.624902,41.589871,,,http://www.youtube.com/watch?v=44YdP30hn18,,TRUE,FALSE,,Painted Steel,art,http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Benton_Fletcher-FOLDED-CIRCLE-ZIG-KingAu_MG_12471.jpg
Temple Chess & Poetry Garden,,,,1011Locust Street,,Des Moines,,50309,,-93.630626,41.585875,,,http://www.youtube.com/watch?v=846bkS5x-Ds,,TRUE,FALSE,,"Site-specific, Bronze, Painted Steel, Wood",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Armajani_Siah-TEMPLE-CHESS-POETRY-GARDEN_KingAu_MG_12292.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2011/10/Chess_low-res2.jpg"
Camp Algona POW Museum,yocumcampalgona@netamumail.com,515.395.2267,http://pwcamp.algona.org,"114 S Thorington
114South Thorington Street",,Algona,,50511,,-94.2382761,43.0681143,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Pharmacists Mutual Companies Museum,info@phmic.com,515.295.2461,http://www.phmic.com,"808 Hwy. 18 W
808U.S. 18",,Algona,,50511,,-94.249619,43.0828398,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Armstrong Heritage Museum,momdadtc@ringtelco.com,712.868.3781,http://,"425 6th St.
425North 6th Street",,Armstrong,,50514,,-94.4802834,43.3970259,,,,,TRUE,FALSE,,"Historical, Museums",museum,
DeBoer Grocery Museum and Little House Museum,,712.724.6239,http://,"320 3rd St
3203rd Street",,Ashton,,51232,,-95.7909702,43.3112167,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Cherokee Depot,jpa91843@q.com,712.225.4664,http://cherokeedepot.org,"119 S 4th St.
119South 4th Street",,Cherokee,,51012,,-95.553908,42.748529,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Sanford Museum and Planetarium,sanfordmuseum@iowatelecom.net,712.225.3922,http://sanfordmuseum.org,"117 E Willow St.
117East Willow Street",,Cherokee,,51012,,-95.550386,42.750222,,,,,TRUE,FALSE,,"Museums, Arts / Culture, Family Fun, Historical",museum,
Correctionville Museum,cville@ruralwaves.us,712.372.4791,http://,"5th and Driftwood Sts.
Driftwood Street",,Correctionville,,51016,,-95.7857835,42.4749586,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Humboldt County Historical Museum,c.overby@mchsi.com,515.332.5280,http://humboldtiowahistory.org,"905 1st Ave. N
9051st Avenue North",,Humboldt,,50548,,-94.2208515,42.7221264,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Victorian Museum on Main,mayoung@mchsi.com,712.852.2796,http://,"1703 E Main St.
1703Main Street",,Emmetsburg,,50536,,-94.6727004,43.1119983,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Emmet County Historical Society Museum Complex,echamberdirector@gmail.com,712.362.2750,http://,"1720 3rd Ave. S
17203rd Avenue South",,Estherville,,51334,,-94.8213424,43.3991395,,,,,TRUE,FALSE,,"Historical, Museums",museum,
George Bicentennial Museum,cityofgeorge@mtcnet.net,712.475.2581,http://george-iowa.com,"204 E Michigan Ave.
204East Michigan Avenue",,George,,51237,,-96.0007394,43.3436492,,,,,TRUE,FALSE,,"Agri-tourism, Historical, Museums",museum,
Calliope Village,happ@cityofhawarden.com,712.551.2403,http://,"1325 10th St.
132510th Street",,Hawarden,,51023,,-96.4765059,42.996776,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Central School Museum,,712.464.8639,http://,"211 S Center
211South Center Street",,Lake City,,51449,,-94.7338217,42.2663481,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Lake View Historical Society Museum,dnjcroll@gmail.com,712.657.8031,http://lakeview-ia.com,"114 Crescent Park Dr.
114Crescent Park Drive",,Lake View,,51450,,-95.0410383,42.3086944,,,,,TRUE,FALSE,,Museums,museum,
Plymouth County Historical Museum,pchm@lemarscomm.net,712.546.7002,http://plymouthcountymuseum.homestead.com/museum.html,"335 1st Ave. SW
3351st Avenue Southwest",,Le Mars,,51031,,-96.1678209,42.7889509,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Lytton Historical Museum,jiajaa@gmail.com,712.660.0823,http://,"2335 Main St.
Main Street",,Lytton,,50561,,-94.8597358,42.4238863,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Odebolt Historical Museum,cklarson@netins.net,712.668.2766,http://odebolt.net,"137 W 2nd St.
1372nd Street",,Odebolt,,51458,,-95.2518577,42.3120713,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Abbie Gardner State Historic Site,mikekoppert@yahoo.com,712.332.7248,http://www.iowahistory.org/historic-sites,"34 Monument Dr.
34Monument Drive",,Arnolds Park,,51331,,-95.1401588,43.3649048,,,,,TRUE,FALSE,,"Historical, Museums, History",museum,
Arnolds Park Amusement Park,ap@arnoldspark.com,712.332.2183,http://arnoldspark.com,"37 Lake St.
37Lake Street",,Arnolds Park,,51331,,-95.1365626,43.365125,,,,,TRUE,FALSE,,"Amusement / Water Parks, Museums, Family Fun",museum,
Clark Museum of Area History / Clark's Antique Acres,ijclark1@msn.com,712.338.2147,http://,"2151 213th Ave.
2151213th Avenue",,Milford,,51351,,-95.1649948,43.3337448,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Iowa Rock 'N' Roll Music Association Museum,conniemueller@iowarocknroll.com,712.332.6540,http://iowarocknroll.com,"91 Lake St.
91Lake Street",,Arnolds Park,,51331,,-95.1367944,43.3656255,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
Okoboji Spirit Center,okobojispiritcenter@hotmail.com,712.332.2183,http://arnoldspark.com,"243 W Broadway St.
243Broadway Street",,Arnolds Park,,51331,,-95.1357007,43.3656249,,,,,TRUE,FALSE,,"Museums, Welcome Centers",museum,
Queen II Excursions,ap@arnoldspark.com,712.332.2183,http://arnoldspark.com,"37 Lake St.
37Lake Street",,Arnolds Park,,51331,,-95.1365626,43.365125,,,,,TRUE,FALSE,,"Amusement / Water Parks, Family Fun, Historical, Outdoor Recreation & Sports",museum,
The Higgins Museum,ladams@thehigginsmuseum.org,712.332.5859,http://thehigginsmuseum.org,"1507 Sanborn Ave.
1507Sanborn Avenue",,Okoboji,,51355,,-95.1368912,43.3821228,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Dutch Windmill,chamberwindmill@frontiernet.net,712.707.4510,http://orangecityiowa.com,"509 8th St. SE
5098th Street Southeast",,Orange City,,51041,,-96.052463,42.9975307,,,,,TRUE,FALSE,,"Arts / Culture, Historical",museum,
The Old Mill - Vogel Windmill,david.vanderwerff@vogelpaint.com,712.737.8880,http://,"1020 Albany Pl. SE
1020Albany Place",,Orange City,,51041,,-96.0568934,42.9958684,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Prairie Heritage Center,occb@iowatelecom.net,712.295.7200,http://prairieheritagecenter.org,"4931 Yellow Ave.
4931Yellow Avenue",,Peterson,,51047,,-95.4175803,42.93414,,,,,TRUE,FALSE,,"Family Fun, Museums, Nature, Outdoor Recreation & Sports",museum,
Pomeroy Tornado Museum,chelp@ncn.net,515.574.1615,http://tornadomuseum.com,"114 S Ontario St.
114South Ontario Street",,Pomeroy,,50575,,-94.6841114,42.5509051,,,,,TRUE,FALSE,,Museums,museum,
Lyon County Historical Society Museum Complex,lyoncountyiahistoricalsociety@gmail.com,712.472.2962,http://,"110 ÃÂ½ N Story
",,Rock Rapids,,51246,,-96.1758598,43.4271945,,,,,TRUE,FALSE,,"Historical, Museums, Family Fun",museum,
Calhoun County Museum,jmjolley@iowatelecom.net,712.297.8139,http://,"218 Wabash St.
",,Jolley,,50551,,-94.7588042,42.4818088,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Chautauqua Building,shirley@saccountyiowa.com,712.662.7316,http://saccity.org,"Park Ave.
Park Avenue",,Sac City,,50583,,-94.980188,42.420043,,,,,TRUE,FALSE,,Historical,museum,
Sac City Museum Village and World's Largest Popcorn Ball,shirley@saccountyiowa.com,712.662.7383,http://saccountyiowa.com,"13th and Main Sts.
Main Street",,Sac City,,50583,,-94.9993706,42.4226505,,,,,TRUE,FALSE,,"Historical, Museums, Family Fun",museum,
"Wansink Art Gallery, Prairie Schoolhouse and Pioneer Home",hptuttle@nethtc.net,712.324.3371,http://,"1423 Park St.
1423Park Street",,Sheldon,,51201,,-95.8381032,43.1860234,,,,,TRUE,FALSE,,"Arts / Culture, Historical, Museums",museum,
Mid-American Museum of Aviation and Transportation,airmuseum@longlines.com,712.252.5300,http://midamericaairmuseum.org,"2600 Expedition Ct.
2600Expedition Court",,Sioux City,,51111,,-96.3753317,42.4147959,,,,,TRUE,FALSE,,Museums,museum,
Milwaukee Railroad Shops & Historic District,contact@milwaukeerailroadshops.org,712.233.6996,http://milwaukeerailroadshops.org,"3400 Sioux River Rd.
3400Sioux River Road",,Sioux City,,51109,,-96.4750238,42.5294781,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Museums",museum,
Sergeant Floyd Monument,scpm@sioux-city.org,712.279.0198,http://siouxcitymuseum.org,"2601 S Lewis Blvd.
2601South Lewis Boulevard",,Sioux City,,51106,,-96.3762465,42.459361,,,,,TRUE,FALSE,,"Historical, National Historic Landmark, History",museum,
Sergeant Floyd River Museum and Welcome Center,scpm@sioux-city.org,712.279.0198,http://siouxcitymuseum.org,"1000 Larsen Park Rd.
1000Larsen Park Road",,Sioux City,,51103,,-96.4003046,42.4878364,,,,,TRUE,FALSE,,"Historical, Museums, National Historic Landmark, History, Welcome Centers",museum,
Sioux City Art Center,siouxcityartcenter@sioux-city.org,712.279.6272,http://siouxcityartcenter.org,"225 Nebraska St.
225Nebraska Street",,Sioux City,,51101,,-96.4034474,42.4921898,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
Sioux City Lewis & Clark Interpretive Center,mpoole@siouxcitylcic.com,712.224.5242,http://siouxcitylcic.com,"900 Larsen Park Rd.
900Larsen Park Road",,Sioux City,,51103,,-96.4154313,42.4902816,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Sioux City Public Museum,scpm@sioux-city.org,712.279.6174,http://siouxcitymuseum.org,"607 4th St.
6074th Street",,Sioux City,,51101,,-96.4025782,42.4949346,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Parker Museum,parkermuseum@smunet.net,712.262.3304,http://parkermuseum.org,"300 E 3rd St.
300East 3rd Street",,Spencer,,51301,,-95.140591,43.140211,,,,,TRUE,FALSE,,"Historical, Museums, Arts / Culture",museum,
Buena Vista County Historical Society Museum,granny@nwiowa.com,712.732.4955,http://stormlake-ia.com/bvchs,"214 W 5th St.
214West 5th Street",,Storm Lake,,50588,,-95.202874,42.644181,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Harker House,info@harkerhouse.com,712.732.3267,http://harkerhouse.com,"328 Lake Ave.
328Lake Avenue",,Storm Lake,,50588,,-95.201293,42.64056,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Living Heritage Tree Museum,info@stormlakeunited.com,712.732.3780,http://visitstormlake.com,"W Lakeshore Dr.
Sunset Park",,Storm Lake,,50588,,-95.206117,42.638119,,,,,TRUE,FALSE,,"Museums, Nature",museum,
Prairie Log House and Country School,granny65@mchsi.com,712.732.4955,http://stormlake-ia.com/bvchs,"300 Railroad St.
300East Railroad Street",,Storm Lake,,50588,,-95.1983633,42.6421815,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Witter Gallery,wittergallery@yahoo.com,712.732.3400,http://thewittergallery.org,"609 Cayuga St.
609Cayuga Street",,Storm Lake,,50588,,-95.197912,42.644933,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
Andy Williams Birthplace and the C&NW Depot,shirley@saccountyiowa.com,712.664.2765,http://,"3729 Perkins Ave.
3729Perkins Avenue",,Wall Lake,,51466,,-95.0527845,42.2495782,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Grotto of the Redemption,info@westbendgrotto.com,515.887.2371,http://westbendgrotto.com,"300 N Broadway
300North Broadway Avenue",,West Bend,,50597,,-94.4450934,42.9641808,,,,,TRUE,FALSE,,"Museums, Arts / Culture",museum,
West Bend Historical Society,dbanwart@ncn.net,515.200.9234,http://,"7 3rd St. SW
73rd Street Southwest",,West Bend,,50597,,-94.4464404,42.957888,,,,,TRUE,FALSE,,"Agri-tourism, Historical, Museums",museum,
Nathaniel Hamlin Museum and Park,aced@iowatelecom.net,712.563.2516,http://auduboncounty.com,"One mile S of Audubon, Hwy. 71
",,Audubon,,50025,,-94.9324868,41.7180421,,,,,TRUE,FALSE,,"Agri-tourism, Historical, Museums",museum,
Farmall-Land USA,jwmez@walnutel.net,712.307.6806,http://farmall-land-usa.com,"2101 N LaVista Heights Dr.
2101North Lavista Heights Road",,Avoca,,51521,,-95.335068,41.49579,,,,,TRUE,FALSE,,"Agri-tourism, Museums",museum,
Sweet Vale of Avoca Museum,avocahistoricalsociety1@gmail.com,712.343.2477,http://,"504 N Elm
504North Elm Street",,Avoca,,51521,,-95.34015,41.480769,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Carroll County Historical Museum,bjhackfort@kuemper.org,712.792.1512,http://cityofcarroll.com/index.php/committees/carroll-county-historical-society,"123 E. 6th
123East 6th Street",,Carroll,,51401,,-94.8660994,42.0653646,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Swan Lake Farmstead Museum,info@carrollcountyconservation.com,712.792.4614,http://carrollcountyconservation.com,"22676 Swan Lake Dr.
22676Swan Lake Trail",,Carroll,,51401,,-94.849243,42.034095,,,,,TRUE,FALSE,,"Agri-tourism, Museums, Historical",museum,
Swan Lake Education Center,info@carrollcountyconservation.com,712.792.4614,http://carrollcountyconservation.com,"22676 Swan Lake Dr.
22676Swan Lake Trail",,Carroll,,51401,,-94.849243,42.034095,,,,,TRUE,FALSE,,"Family Fun, Historical, Nature, Shopping",museum,
Whiterock Conservancy,guestinfo@whiterockconservancy.org,712.684.2964,http://whiterockconservancy.org,"1390 Hwy. 141
1390Highway 141",,Coon Rapids,,50058,,-94.6619228,41.8566583,,,,,TRUE,FALSE,,"Outdoor Recreation & Sports, Nature, Agri-tourism, Family Fun, Historical",museum,
Bayliss Park and Veterans Plaza,ghubbard@councilbluffs-ia.org,712.328.4650,http://,"1st Ave. and Pearl St.
1st Avenue",,Council Bluffs,,51503,,-95.850686,41.259692,,,,,TRUE,FALSE,,"Arts / Culture, Historical",museum,
Great Plains Wing Commemorative Air Force Museum,dkhutch1@cox.net,712.322.2435,http://greatplainswing.org,"16803 McCandless Rd.
16803McCandless Lane",,Council Bluffs,,51503,,-95.7635213,41.2585716,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Historic General Dodge House,gmdodge@dodgehouse.org,712.322.2406,http://dodgehouse.org,"605 3rd St.
605South 3rd Street",,Council Bluffs,,51503,,-95.8481013,41.2553036,,,,,TRUE,FALSE,,"Historical, Museums, National Historic Landmark, History",museum,
Historic Squirrel Cage Jail,info@thehistoricalsociety.org,712.323.2509,http://thehistoricalsociety.org,"226 Pearl St.
226Pearl Street",,Council Bluffs,,51503,,-95.851905,41.257784,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Kanesville Tabernacle,hswinter@ldschurch.org,712.322.0500,http://,"222 E Broadway
222East Broadway",,Council Bluffs,,51503,,-95.842264,41.264838,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Lewis & Clark Monument and Scenic Overlook,jbatt@councilbluffs-ia.gov,712.328.4650,http://cbparksandrec.org,"29385 Monument Rd.
Monument Road",,Council Bluffs,,51503,,-95.8564862,41.3014501,,,,,TRUE,FALSE,,"Historical, Nature",museum,
RailsWest Railroad Museum and HO Model Railroad,info@thehistoricalsociety.org,712.323.5182,http://thehistoricalsociety.org,"1512 S Main St.
1512South Main Street",,Council Bluffs,,51503,,-95.851817,41.2469626,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Union Pacific Railroad Museum,upmuseum@up.com,712.329.8307,http://uprrmuseum.org,"200 Pearl St.
200Pearl Street",,Council Bluffs,,51503,,-95.851468,41.258135,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Western Historic Trails Center,Teressa.Sward@iowa.gov,712.366.4900,http://www.iowahistory.org/historic-sites,"3434 Richard Downing Ave.
3434Richard Downing Ave.",,Council Bluffs,,51501,,-95.8982943,41.2259798,,,,,TRUE,FALSE,,"Historical, Museums, History, Welcome Centers",museum,
Donna Reed Center for the Performing Arts,info@donnareed.org,712.263.3334,http://donnareed.org,"1305 Broadway
1305Broadway",,Denison,,51442,,-95.3551618,42.0167433,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
W.A. McHenry House,cchs1428@gmail.com,712.674.3750,http://,"1428 1st Ave. N
14281st Avenue North",,Denison,,51442,,-95.3532455,42.0178514,,,,,TRUE,FALSE,,"Historical, Museums",museum,
White Pole Road,liz@gilmanmedia.com,515.224.9909,http://whitepoleroad.com,"Adair to Dexter
",,Menlo,,50164,,-94.4284985,41.5061631,,,,,TRUE,FALSE,,"Byways & Historic Drives, Historical",museum,
Dow House Historic Site,crawfco@frontiernet.net,712.263.2748,http://crawfordcountyconservationboard.com,"513 S Prince St.
513South Prince Street",,Dow City,,51528,,-95.4973561,41.9248747,,,,,TRUE,FALSE,,"Historical, Museums",museum,
McLean Museum and Dougal House,jedavie@loganet.net,712.643.5908,http://,"800 Iowa Ave.
800Iowa Avenue",,Dunlap,,51529,,-95.5990212,41.8542976,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Bedstemor's House (Grandmother's House),dksec@metc.net,712.764.7001,http://danishmuseum.org,"2105 College St.
2105College Street",,Elk Horn,,51531,,-95.0599487,41.5938018,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Danish Windmill & Welcome Center,info@danishwindmill.com,712.764.7472,http://www.danishwindmill.com,"4038 Main St.
4038Main Street",,Elk Horn,,51531,,-95.060834,41.5897549,,,,,TRUE,FALSE,,"Historical, Museums, Welcome Centers",museum,
